Uniswap V2,0x9a632cd9cb44f9383bf6f3117056c2455b30a6e0,DENT/WETH,DENT,8,0x3597bfd533a99c9aa083587b074434e61eb0a258,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SushiSwap LP Token,0x1035487ca79068f6617ae75ed3c844ce2d8a0c2a,SHOPX/WETH,SHOPX,18,0x7bef710a5759d197ec0bf621c3df802c2d60d848,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x43a4fbb71025fa2c3073a58fee6de69da33b3aa8,XRT/WETH,XRT,9,0x7de91b204c1c737bcee6f000aaa6569cf7061cb7,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Balancer Pool Token,0xfae2809935233d4bfe8a56c2355c4a2e7d1fff1a,WETH/DOUGH,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DOUGH,18,0xad32a8e6220741182940c5abf610bde99e737b2d
UniswapV3 LP,0xa83326d20b7003bcecf1f4684a2fbb56161e2a8e,XTK/WETH,XTK,18,0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x06ad23978f67ae8cc76c54b74993b31a816bac2b,WETH/CONV,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CONV,18,0xc834fa996fa3bec7aad3693af486ae53d8aa8b50
UniswapV3 LP,0x60a6b23a7a87c5ce9e3f81c869691f784b18a704,WETH/MTO,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MTO,18,0xe66b3aa360bb78468c00bebe163630269db3324f
UniswapV3 LP,0xba965e77582566967d0edebe2b590e4ed8306095,STAKE/WETH,STAKE,18,0x0ae055097c6d159879521c384f1d2123d1f195e6,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0xd07d430db20d2d7e0c4c11759256adbcc355b20c,ICHI/WETH,ICHI,9,0x903bef1736cddf2a537176cf3c64579c3867a881,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0xa70d458a4d9bc0e6571565faee18a48da5c0d593,BAL/WETH,BAL,18,0xba100000625a3754423978a60c9317c58a424e3d,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x9eb369241e4270796e665ea1afac355cb99f0c32,WETH/rUSD,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,rUSD,18,0xf9a2d7e60a3297e513317ad1d7ce101cc4c6c8f6
UniswapV3 LP,0x73a6a761fe483ba19debb8f56ac5bbf14c0cdad1,SUSHI/WETH,SUSHI,18,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
LuaSwap LP Token V1:LUA/WETH,0x65fabaf7e6c5380243e063d8559d84e589db6438,LUA/WETH,LUA,18,0xb1f66997a5760428d3a87d68b90bfe0ae64121cc,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2:WETH/CQT,0xb69e5dba743e98782132bfbc407d0d61415733bd,WETH/CQT,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CQT,18,0xd417144312dbf50465b1c641d016962017ef6240
UniswapV3 LP,0x8b6ed5fa776f10787f1171bdeea4f3c40974df6e,DENT/WETH,DENT,8,0x3597bfd533a99c9aa083587b074434e61eb0a258,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x840e555682cf5aa128fb3de7a82dd05a88439b3b,MRI/WETH,MRI,18,0x0913ddae242839f8995c0375493f9a1a3bddc977,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SakeSwap LP Token:LINK/WETH,0xca3d6a94759cb675f0ac10a76fc0da6ee6bf6e7b,LINK/WETH,LINK,18,0x514910771af9ca656af840dff83e8264ecf986ca,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SushiSwap LP Token,0x6663bbd987a51d07b29b28afe9e0ddd558ac8f30,WETH/CQT,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CQT,18,0xd417144312dbf50465b1c641d016962017ef6240
Uniswap V2,0xb3f39c3108cd45e1112d8bc9ae3cd5a110a7cebd,FREE/WETH,FREE,18,0x2f141ce366a2462f02cea3d12cf93e4dca49e4fd,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SushiSwap LP Token,0x1976bf5cc90bac01e3ae21a6e5971a393638bcfa,SATA/WETH,SATA,18,0x3ebb4a4e91ad83be51f8d596533818b246f4bee1,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x05a9716cd1c08361252ebd7c8c88c3b26c5ab73f,API3/WETH,API3,18,0x0b38210ea11411557c13457d4da7dc6ea731b88a,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Balancer Pool Token,0x4833e8b56fc8e8a777fcc5e37cb6035c504c9478,WETH/AXIAv3,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,AXIAv3,18,0x793786e2dd4cc492ed366a94b88a3ff9ba5e7546
SushiSwap LP Token,0x9cbc2a6ab3f10edf7d71c9cf3b6bdb7ee5629550,ADX/WETH,ADX,18,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x2084c8115d97a12114a70a27198c3591b6df7d3e,WETH/MFT,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MFT,18,0xdf2c7238198ad8b389666574f2d8bc411a4b7428
SushiSwap LP Token,0x43ddaa598f84c5c71388763f851dfc4c7e9dec84,WETH/QUIDD,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,QUIDD,18,0xda9fdab21bc4a5811134a6e0ba6ca06624e67c07
UniswapV3 LP,0x02d436dc483f445f63aac45b37db0ee661949842,UniFi/WETH,UniFi,18,0x9e78b8274e1d6a76a0dbbf90418894df27cbceb5,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
D502Swap LP Token:WETH/USDT,0xc06eadbf9cac111380026c8e531f2af9047696e8,WETH/USDT,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7
Equalizer LP Token:WETH/USDT,0x92b01d1dda5224cc290f0c3ae356c2096e0c1c0e,WETH/USDT,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7
Uniswap V2,0x2fba756c64d4f9dbb17f1b3a1afb5f05af7f18c0,XTK/WETH,XTK,18,0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x18adbc0144059be823a5d0de1d6445002f858eb5,WETH/BOSON,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BOSON,18,0xc477d038d5420c6a9e0b031712f61c5120090de9
SushiSwap LP Token,0x17a2194d55f52fd0c711e0e42b41975494bb109b,ARMOR/WETH,ARMOR,18,0x1337def16f9b486faed0293eb623dc8395dfe46a,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x75201d546585ed4190bb5c7f0ae4f48dfe1b0c62,CELR/WETH,CELR,18,0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0xb1562400feaa849c363127bb847693cca05c1080,FOUR/WETH,FOUR,18,0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Plasmaswap:PPAY/WETH,0xb94ae53bf308e89f98aae07cccb38d0a042e873b,PPAY/WETH,PPAY,18,0x054d64b73d3d8a21af3d764efd76bcaa774f3bb2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V3:WETH/CAW,0xc0fbed3cbbf272e0649ddfefdec99f4eba7eca22,WETH/CAW,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CAW,18,0xf3b9569f82b18aef890de263b84189bd33ebe452
UniswapV3 LP,0x13dc0a39dc00f394e030b97b0b569dedbe634c0d,ANKR/WETH,ANKR,18,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x256bd88baf707eaad1b73dc8b2b8a5d599b45584,BOBA/WETH,BOBA,18,0x42bbfa2e77757c645eeaad1655e0911a7553efbc,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
ShibaSwap LP Token:KLEE/WETH,0xa0d52b957420b366176cc6862db5b7973f9a45d2,KLEE/WETH,KLEE,9,0xa67e9f021b9d208f7e3365b2a155e3c55b27de71,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0xed267fff4f8301626ace52756d350a63153a36c6,MOVE/WETH,MOVE,18,0x3fa729b4548becbad4eab6ef18413470e6d5324c,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x05f04f112a286c4c551897fb19ed2300272656c8,WETH/POLK,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,POLK,18,0xd478161c952357f05f0292b56012cd8457f1cfbf
Uniswap V2,0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0,RYOSHI/WETH,RYOSHI,18,0x777e2ae845272a2f540ebf6a3d03734a5a8f618e,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
DODO DVM: WETH/KONO,0x39eb9c3ca4ea5c9c54797cb1796e8dd4df3d9d7e,WETH/KONO,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,KONO,18,0x850aab69f0e0171a9a49db8be3e71351c8247df4
SushiSwap LP Token,0x65f550d18cac8e19a97e73108618b443bf301d20,BONDLY/WETH,BONDLY,18,0x91dfbee3965baaee32784c2d546b7a0c62f268c9,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x58170dceef6d837616e836250a0913c1c88265ea,WETH/MEDIA,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MEDIA,6,0xdb726152680ece3c9291f1016f1d36f3995f6941
Uniswap V2,0x7ce01885a13c652241ae02ea7369ee8d466802eb,WETH/TRIBE,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,TRIBE,18,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b
SushiSwap LP Token,0xde6f3577a3a5cef1a3dfcd4a475dbb98ad6d24f3,WETH/MEDIA,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MEDIA,6,0xdb726152680ece3c9291f1016f1d36f3995f6941
UniswapV3 LP,0xaff1025438da93bd86427f2f9f7d06088f720a8d,CELR/WETH,CELR,18,0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x5ed7eb576adea05766f950a495393c44af815aeb,WETH/HVN,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HVN,8,0xc0eb85285d83217cd7c891702bcbc0fc401e2d9d
UniswapV3 LP,0x2b1b8052eed6467967d047b58b71f8e9ffa057b5,CIV/WETH,CIV,18,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0xc1cd3d0913f4633b43fcddbcd7342bc9b71c676f,INST/WETH,INST,18,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0xcba27c8e7115b4eb50aa14999bc0866674a96ecb,INST/WETH,INST,18,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SushiSwap LP Token,0xc96f20099d96b37d7ede66ff9e4de59b9b1065b1,DOG/WETH,DOG,18,0xbaac2b4491727d78d2b78815144570b9f2fe8899,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
DelioSwap V2:USDC/WETH,0x07414ebdb97460b1ef24214804a22bf86db9faae,USDC/WETH,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
ShibaSwap LP Token,0xb367391ca6a80f9faf1d60cc2b2d49fde76cf573,WETH/CULT,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CULT,18,0xf0f9d895aca5c8678f706fb8216fa22957685a13
Safeswap LPs,0x500e49536b5be1d1ead8d0a16c51495f1bb11b3c,WETH/USDT,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7
UniswapV3 LP,0xaf1291730f716e13791d3bd837c7c31111a01778,QUICK/WETH,QUICK,18,0x6c28aef8977c9b773996d0e8376d2ee379446f2f,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0xb055103b7633b61518cd806d95beeb2d4cd217e7,REPv2/WETH,REPv2,18,0x221657776846890989a759ba2973e427dff5c9bb,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V3:WETH/BITS,0x64642bd27eb83426da668143d704db5ad9fbd447,WETH/BITS,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BITS,18,0xcbc6922bb75e55d7ca5dabcf0ea2d7787fd023f6
Balancer Pool Token,0x221bf20c2ad9e5d7ec8a9d1991d8e2edcfcb9d6c,WBTC/WETH,WBTC,8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SushiSwap LP Token,0xf85c41e7b555621508e62e2920e1b38a8db325aa,WETH/HVN,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HVN,8,0xc0eb85285d83217cd7c891702bcbc0fc401e2d9d
Uniswap V2,0x48e313460dd00100e22230e56e0a87b394066844,WETH/OMG,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,OMG,18,0xd26114cd6ee289accf82350c8d8487fedb8a0c07
ShibaSwap LP Token:Ly/WETH,0x6a8033e3c64cf50fb02d26d6feddc0db572a493a,Ly/WETH,Ly,9,0x8686525d6627a25c68de82c228448f43c97999f2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0xaae64809138f576b0b50f1d898dd99055327c2d3,MRI/WETH,MRI,18,0x0913ddae242839f8995c0375493f9a1a3bddc977,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SushiSwap LP Token,0x62ccb80f72cc5c975c5bc7fb4433d3c336ce5ceb,WETH/SUPER,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SUPER,18,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55
Uniswap V2,0x4c581f07cc836e62800b3c05d1ccd6d115c916e5,WETH/dogep,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,dogep,18,0xe7eaec9bca79d537539c00c58ae93117fb7280b9
SushiSwap LP Token,0x9d0beec8d63ef6484686d1f8470be62a210b7dbd,WETH/dogep,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,dogep,18,0xe7eaec9bca79d537539c00c58ae93117fb7280b9
SushiSwap LP Token,0x577959c519c24ee6add28ad96d3531bc6878ba34,POOL/WETH,POOL,18,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
SushiSwap LP Token,0x1241f4a348162d99379a23e73926cf0bfcbf131e,ANKR/WETH,ANKR,18,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x3589697f57218bd57290ac18ae1c11b269ad964a,LRC/WETH,LRC,18,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0xf660809b6d2d34cc43f620a9b22a40895365a5f8,DYDX/WETH,DYDX,18,0x92d6c1e31e14520e676a687f0a93788b716beff5,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0xa2b04f8133fc25887a436812eae384e32a8a84f2,WETH/COTI,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,COTI,18,0xddb3422497e61e13543bea06989c0789117555c5
Uniswap V2,0xd9159376499936868a5b061a4633481131e70732,VALUE/WETH,VALUE,18,0x49e833337ece7afe375e44f4e3e8481029218e5c,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x5b781915b6b610a1aba8135ad5df084ffe528da4,WETH/SUPER,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SUPER,18,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55
UniswapV3 LP,0x7731ca4d00800b6a681d031f565deb355c5b77da,DOG/WETH,DOG,18,0xbaac2b4491727d78d2b78815144570b9f2fe8899,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x07dd38ad816fe84b8b37b3350c4ea127171d5f2f,WETH/ODDZ,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ODDZ,18,0xcd2828fc4d8e8a0ede91bb38cf64b1a81de65bf6
SushiSwap LP Token,0x5e63360e891bd60c69445970256c260b0a6a54c6,LEND/WETH,LEND,18,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
DODO DVM: WETH/vETH,0x4cf7fa72ffba0588e34883ce0797cec3890ecec4,WETH/vETH,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,vETH,18,0xc3d088842dcf02c13699f936bb83dfbbc6f721ab
BCDC LP Token,0xc5ddd56af726119074c7bd725eeb6d179b1d9b11,USDC/WETH,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x1ec9b867b701c1e5ce9a6567ecc4b71838497c27,BiFi/WETH,BiFi,18,0x2791bfd60d232150bff86b39b7146c0eaaa2ba81,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V3:UOU/WETH,0x11886971af09bc9a3d20e8d0ec3e9af7ee7a214d,UOU/WETH,UOU,18,0x0000000000071566c1cf5db929f8e2e2f5d57da8,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x83cfaa49b75e394935ffb9bbd18c045e797d6a35,NOIA/WETH,NOIA,18,0xa8c8cfb141a3bb59fea1e2ea6b79b5ecbcd7b6ca,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
ShibaSwap LP Token,0x5660c518c5610493086a3ba550f7ad6eb7935d1e,RYOSHI/WETH,RYOSHI,18,0x777e2ae845272a2f540ebf6a3d03734a5a8f618e,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
UniswapV3 LP,0x302cbc852e71a56a876718029e4d2b716d62d7d6,PRT/WETH,PRT,18,0x6d0f5149c502faf215c89ab306ec3e50b15e2892,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Uniswap V2,0x1ee312a6d5fe7b4b8c25f0a32fca6391209ebebf,WETH/GOVI,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GOVI,18,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107
CHKN.farm LP Token:DAI/WETH,0x9e4c98a6e67f2ad1ea41e37536e86a22bb445b4a,DAI/WETH,DAI,18,0x6b175474e89094c44da98b954eedeac495271d0f,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
